timestamp,open,high,low,close,volume
2025-12-28 16:00:00,860.57,865.09,860.12,864.0,7197.74
2025-12-28 17:00:00,864.01,866.4,863.14,866.26,4561.638
2025-12-28 18:00:00,866.27,867.22,858.84,859.0,6166.716
2025-12-28 19:00:00,859.0,862.51,858.81,859.68,2426.258
2025-12-28 20:00:00,859.68,862.37,858.69,860.66,1783.7
2025-12-28 21:00:00,860.65,860.81,856.84,858.2,2657.287
2025-12-28 22:00:00,858.2,860.9,857.0,860.06,2199.911
2025-12-28 23:00:00,860.05,860.64,857.0,859.32,2552.953
2025-12-29 00:00:00,859.32,864.85,858.71,862.52,4778.319
2025-12-29 01:00:00,862.52,865.31,859.3,864.54,4859.829
2025-12-29 02:00:00,864.55,872.12,864.54,866.84,12779.676
2025-12-29 03:00:00,866.84,871.13,866.19,869.19,6612.938
2025-12-29 04:00:00,869.2,871.66,867.8,868.77,4282.723
2025-12-29 05:00:00,868.77,868.9,864.03,864.57,5380.248
2025-12-29 06:00:00,864.56,865.95,863.52,863.84,2912.967
2025-12-29 07:00:00,863.84,864.0,858.8,860.58,10496.673
2025-12-29 08:00:00,860.58,861.79,858.6,858.84,6130.692
2025-12-29 09:00:00,858.83,858.91,847.55,851.49,11049.053
2025-12-29 10:00:00,851.48,854.69,850.93,853.95,5967.69
2025-12-29 11:00:00,853.96,855.58,852.75,853.04,4151.624
2025-12-29 12:00:00,853.05,853.9,846.0,851.86,10556.448
2025-12-29 13:00:00,851.87,853.25,848.64,849.99,4209.552
2025-12-29 14:00:00,849.99,855.4,848.56,851.09,5765.29
2025-12-29 15:00:00,851.1,855.06,850.25,853.6,6869.173
2025-12-29 16:00:00,853.59,855.26,850.0,853.81,5148.627
2025-12-29 17:00:00,853.82,854.76,852.0,854.52,2141.8
2025-12-29 18:00:00,854.53,855.69,851.11,851.86,4376.045
2025-12-29 19:00:00,851.87,853.47,851.27,853.03,2334.689
2025-12-29 20:00:00,853.03,855.04,851.43,852.72,2729.977
2025-12-29 21:00:00,852.73,854.9,852.5,854.74,948.661
2025-12-29 22:00:00,854.75,854.75,852.9,853.57,990.136
2025-12-29 23:00:00,853.57,853.8,852.02,852.46,1678.617
2025-12-30 00:00:00,852.46,853.5,850.68,851.59,1273.107
2025-12-30 01:00:00,851.6,853.19,850.28,852.51,1607.643
2025-12-30 02:00:00,852.51,852.68,848.9,849.74,2425.436
2025-12-30 03:00:00,849.75,853.18,848.7,852.5,2703.345
2025-12-30 04:00:00,852.5,853.2,851.07,852.41,2062.181
2025-12-30 05:00:00,852.42,853.1,850.38,850.93,2079.393
2025-12-30 06:00:00,850.94,854.89,850.77,853.54,2660.394
2025-12-30 07:00:00,853.54,854.85,853.09,853.75,2123.143
2025-12-30 08:00:00,853.75,859.76,853.75,856.51,6952.818
2025-12-30 09:00:00,856.51,857.35,854.67,856.61,2633.026
2025-12-30 10:00:00,856.62,856.94,854.89,855.33,3147.253
2025-12-30 11:00:00,855.34,856.09,853.79,854.8,2541.566
2025-12-30 12:00:00,854.8,856.57,854.61,856.55,2539.984
2025-12-30 13:00:00,856.55,863.22,856.41,862.62,6120.052
2025-12-30 14:00:00,862.63,864.05,857.82,861.91,7246.669
2025-12-30 15:00:00,861.91,863.59,857.77,862.78,5695.642
2025-12-30 16:00:00,862.79,863.06,858.4,860.44,3431.874
2025-12-30 17:00:00,860.45,861.66,858.45,860.19,2825.199
2025-12-30 18:00:00,860.19,861.71,858.67,860.31,2099.528
2025-12-30 19:00:00,860.32,860.32,857.35,859.79,3729.2
2025-12-30 20:00:00,859.79,860.29,858.5,858.7,1951.285
2025-12-30 21:00:00,858.7,861.24,858.33,861.23,1851.502
2025-12-30 22:00:00,861.23,862.81,860.61,861.59,1431.85
2025-12-30 23:00:00,861.58,863.06,861.1,861.65,2100.957
2025-12-31 00:00:00,861.66,862.47,859.09,859.4,2216.032
2025-12-31 01:00:00,859.41,863.0,858.8,861.47,1959.723
2025-12-31 02:00:00,861.48,861.48,859.05,860.13,1535.972
2025-12-31 03:00:00,860.13,860.79,857.69,859.29,1871.754
2025-12-31 04:00:00,859.29,861.23,858.99,861.23,5825.711
2025-12-31 05:00:00,861.23,864.0,860.38,863.19,11047.131
2025-12-31 06:00:00,863.2,866.65,862.92,866.12,10971.165
2025-12-31 07:00:00,866.12,868.0,864.84,867.99,8591.912
2025-12-31 08:00:00,867.99,869.04,864.95,866.31,6056.41
2025-12-31 09:00:00,866.31,866.78,865.22,865.34,3228.309
2025-12-31 10:00:00,865.35,869.15,865.2,868.14,6740.79
2025-12-31 11:00:00,868.14,869.35,867.68,869.2,5026.007
2025-12-31 12:00:00,869.19,869.34,866.08,866.85,4241.386
2025-12-31 13:00:00,866.85,869.0,866.3,868.44,5081.43
2025-12-31 14:00:00,868.44,877.29,864.9,866.09,21670.845
2025-12-31 15:00:00,866.09,866.8,860.53,863.3,14334.411
2025-12-31 16:00:00,863.3,864.5,857.88,861.58,8299.666
2025-12-31 17:00:00,861.58,863.65,861.25,862.61,4605.214
2025-12-31 18:00:00,862.62,864.48,861.72,862.01,4701.912
2025-12-31 19:00:00,862.01,864.81,862.01,864.32,5782.264
2025-12-31 20:00:00,864.31,864.48,860.84,863.49,8788.477
2025-12-31 21:00:00,863.49,866.38,863.48,866.0,2182.315
2025-12-31 22:00:00,866.0,866.56,864.0,864.48,2852.081
2025-12-31 23:00:00,864.48,865.56,864.17,864.3,2383.701
2026-01-01 00:00:00,864.31,866.6,863.79,866.35,2739.965
2026-01-01 01:00:00,866.34,873.77,866.19,872.83,9777.181
2026-01-01 02:00:00,872.83,874.51,870.67,871.58,5451.704
2026-01-01 03:00:00,871.58,873.4,868.73,869.16,3076.003
2026-01-01 04:00:00,869.15,869.21,862.0,863.4,6806.683
2026-01-01 05:00:00,863.4,865.03,862.49,862.74,5098.225
2026-01-01 06:00:00,862.73,864.5,861.64,861.78,3676.353
2026-01-01 07:00:00,861.79,861.79,859.2,859.52,3658.995
2026-01-01 08:00:00,859.52,861.65,858.98,861.37,2336.521
2026-01-01 09:00:00,861.37,861.7,859.99,860.15,2542.983
2026-01-01 10:00:00,860.15,861.75,860.15,861.21,2015.61
2026-01-01 11:00:00,861.21,861.97,860.59,861.59,2136.944
2026-01-01 12:00:00,861.6,861.6,856.14,859.12,4775.03
2026-01-01 13:00:00,859.12,860.8,858.48,858.71,2617.26
2026-01-01 14:00:00,858.72,859.63,857.14,857.94,2352.254
2026-01-01 15:00:00,857.95,860.54,856.34,859.36,3682.496
2026-01-01 16:00:00,859.36,859.92,857.41,858.1,2155.104
2026-01-01 17:00:00,858.1,861.08,857.22,859.99,2900.099
2026-01-01 18:00:00,859.99,860.33,858.91,860.09,1842.991
2026-01-01 19:00:00,860.09,861.77,859.15,861.56,2061.039
2026-01-01 20:00:00,861.57,862.14,860.16,861.02,2678.485
2026-01-01 21:00:00,861.02,862.76,860.89,862.38,1161.908
2026-01-01 22:00:00,862.38,863.94,861.41,863.49,2680.264
2026-01-01 23:00:00,863.5,864.65,862.33,864.39,2489.565
2026-01-02 00:00:00,864.4,865.0,861.46,864.43,3578.328
2026-01-02 01:00:00,864.43,864.84,862.0,862.53,2088.444
2026-01-02 02:00:00,862.54,863.18,859.64,863.18,2601.28
2026-01-02 03:00:00,863.18,867.17,862.67,865.79,5646.967
2026-01-02 04:00:00,865.8,866.32,863.96,864.9,4309.182
2026-01-02 05:00:00,864.9,867.11,863.08,866.15,3307.58
2026-01-02 06:00:00,866.16,867.97,865.65,866.33,2783.09
2026-01-02 07:00:00,866.33,866.94,864.56,864.9,4759.689
2026-01-02 08:00:00,864.89,869.35,864.89,867.93,4888.883
2026-01-02 09:00:00,867.93,872.0,867.6,871.22,5777.89
2026-01-02 10:00:00,871.22,874.38,870.92,871.83,6815.703
2026-01-02 11:00:00,871.84,871.85,866.52,869.51,4611.015
2026-01-02 12:00:00,869.52,871.29,869.06,869.55,2334.889
2026-01-02 13:00:00,869.55,872.18,869.04,870.36,3744.673
2026-01-02 14:00:00,870.37,878.0,865.26,875.32,13734.236
2026-01-02 15:00:00,875.32,882.37,870.34,877.99,13810.328
2026-01-02 16:00:00,878.0,887.17,877.47,886.51,15293.983
2026-01-02 17:00:00,886.52,891.14,884.03,886.95,12427.297
2026-01-02 18:00:00,886.96,888.13,878.98,880.75,4669.546
2026-01-02 19:00:00,880.76,883.23,880.14,880.55,2514.686
2026-01-02 20:00:00,880.55,883.26,878.53,879.31,2097.031
2026-01-02 21:00:00,879.32,882.99,879.03,882.35,1964.724
2026-01-02 22:00:00,882.34,885.35,882.0,884.97,2730.045
2026-01-02 23:00:00,884.97,885.63,880.49,881.25,2582.253
2026-01-03 00:00:00,881.25,884.24,880.62,881.53,3085.013
2026-01-03 01:00:00,881.52,881.77,879.15,879.75,2386.905
2026-01-03 02:00:00,879.75,879.75,875.14,878.0,7221.893
2026-01-03 03:00:00,878.01,879.28,877.0,879.2,2450.443
2026-01-03 04:00:00,879.2,880.12,877.7,879.23,4421.888
2026-01-03 05:00:00,879.24,879.32,874.39,876.63,2806.876
2026-01-03 06:00:00,876.63,877.06,872.99,874.13,5732.296
2026-01-03 07:00:00,874.13,875.18,868.65,873.0,6905.311
2026-01-03 08:00:00,873.0,875.6,871.58,874.24,3382.955
2026-01-03 09:00:00,874.23,875.62,873.72,874.74,3666.225
2026-01-03 10:00:00,874.75,874.9,872.94,873.56,2515.42
2026-01-03 11:00:00,873.56,874.29,872.54,874.24,2940.065
2026-01-03 12:00:00,874.24,875.92,873.57,875.26,3737.306
2026-01-03 13:00:00,875.27,877.54,875.01,877.07,3559.495
2026-01-03 14:00:00,877.07,877.07,873.46,874.22,7085.217
2026-01-03 15:00:00,874.23,875.03,871.6,873.44,3595.197
2026-01-03 16:00:00,873.44,876.45,873.43,875.82,2760.148
2026-01-03 17:00:00,875.82,877.3,875.3,876.77,1525.669
2026-01-03 18:00:00,876.77,877.2,875.42,876.96,2604.77
2026-01-03 19:00:00,876.96,877.17,876.28,876.4,1030.742
2026-01-03 20:00:00,876.41,877.36,875.5,877.32,1397.511
2026-01-03 21:00:00,877.31,879.45,876.9,879.2,2283.73
2026-01-03 22:00:00,879.2,880.0,878.03,878.5,1546.179
2026-01-03 23:00:00,878.5,879.63,878.12,878.63,1323.951
2026-01-04 00:00:00,878.64,883.3,878.47,881.03,7692.474
2026-01-04 01:00:00,881.03,883.71,880.59,882.54,3273.741
2026-01-04 02:00:00,882.55,882.55,880.2,880.69,2063.527
2026-01-04 03:00:00,880.68,883.57,880.68,883.14,2313.907
2026-01-04 04:00:00,883.13,890.84,882.84,888.81,10181.68
2026-01-04 05:00:00,888.81,888.95,885.67,888.21,4079.379
2026-01-04 06:00:00,888.21,889.85,884.0,884.67,7920.15
2026-01-04 07:00:00,884.67,885.66,883.1,884.66,4171.042
2026-01-04 08:00:00,884.67,886.66,882.58,886.0,3653.377
2026-01-04 09:00:00,886.0,886.71,884.44,886.2,3596.789
2026-01-04 10:00:00,886.2,887.39,885.7,887.2,2110.625
2026-01-04 11:00:00,887.2,887.2,884.5,884.88,3801.942
2026-01-04 12:00:00,884.88,887.86,883.59,887.09,3047.619
2026-01-04 13:00:00,887.1,890.0,886.42,888.7,3365.577
2026-01-04 14:00:00,888.71,888.71,884.87,887.0,4156.094
2026-01-04 15:00:00,887.0,889.43,885.1,889.3,3758.501
2026-01-04 16:00:00,889.3,897.59,889.29,897.3,12924.602
2026-01-04 17:00:00,897.3,902.85,896.36,900.9,13794.785
2026-01-04 18:00:00,900.91,900.91,894.72,895.07,6658.622
2026-01-04 19:00:00,895.07,895.34,890.7,892.53,5356.439
2026-01-04 20:00:00,892.52,897.65,892.52,896.21,2432.55
2026-01-04 21:00:00,896.21,897.52,894.9,897.01,1994.25
2026-01-04 22:00:00,897.0,897.5,892.41,893.64,3133.292
2026-01-04 23:00:00,893.65,896.47,892.88,895.43,3206.143
2026-01-05 00:00:00,895.43,901.17,894.73,900.22,6902.313
2026-01-05 01:00:00,900.22,906.91,899.2,903.25,14621.45
2026-01-05 02:00:00,903.26,904.23,899.02,901.28,6245.493
2026-01-05 03:00:00,901.29,902.1,899.09,900.02,4508.191
2026-01-05 04:00:00,900.02,900.68,890.59,895.42,10473.997
2026-01-05 05:00:00,895.42,895.42,892.71,892.75,2888.401
2026-01-05 06:00:00,892.76,900.17,892.26,899.88,4642.587
2026-01-05 07:00:00,899.89,900.49,898.07,899.2,3707.675
2026-01-05 08:00:00,899.2,900.82,897.23,898.45,5131.085
2026-01-05 09:00:00,898.46,899.97,895.6,897.75,3874.559
2026-01-05 10:00:00,897.74,905.6,897.74,903.62,7151.795
2026-01-05 11:00:00,903.62,909.0,902.52,908.89,7764.215
2026-01-05 12:00:00,908.89,908.91,903.85,906.21,5422.588
2026-01-05 13:00:00,906.22,907.1,901.17,903.77,5309.393
2026-01-05 14:00:00,903.78,906.95,900.49,904.51,5969.244
2026-01-05 15:00:00,904.52,907.5,901.11,906.46,7613.13
2026-01-05 16:00:00,906.46,907.44,903.44,904.97,5652.48
2026-01-05 17:00:00,904.97,907.28,901.31,906.75,5967.446
2026-01-05 18:00:00,906.74,908.68,903.67,908.45,4442.255
2026-01-05 19:00:00,908.46,914.0,906.96,911.12,6212.849
2026-01-05 20:00:00,911.12,916.55,910.79,912.23,7098.405
2026-01-05 21:00:00,912.23,913.37,908.96,912.17,4179.207
2026-01-05 22:00:00,912.17,914.65,911.64,913.07,2116.858
2026-01-05 23:00:00,913.07,913.23,910.3,910.31,2457.169
2026-01-06 00:00:00,910.31,911.63,904.83,908.87,5297.685
2026-01-06 01:00:00,908.87,911.35,906.21,907.03,3995.792
2026-01-06 02:00:00,907.03,908.25,904.89,905.1,3591.679
2026-01-06 03:00:00,905.11,908.93,905.1,908.14,2956.099
2026-01-06 04:00:00,908.15,910.11,906.66,907.81,4089.985
2026-01-06 05:00:00,907.8,908.09,903.79,905.64,4171.407
2026-01-06 06:00:00,905.65,910.0,904.83,907.84,4950.086
2026-01-06 07:00:00,907.84,907.88,902.96,904.71,6164.287
2026-01-06 08:00:00,904.71,908.37,904.52,907.58,3348.218
2026-01-06 09:00:00,907.58,914.08,907.57,912.76,6508.685
2026-01-06 10:00:00,912.76,914.92,911.02,911.69,2930.625
2026-01-06 11:00:00,911.68,914.41,911.03,913.13,2771.612
2026-01-06 12:00:00,913.13,913.69,911.54,912.92,2628.28
2026-01-06 13:00:00,912.92,914.82,912.3,914.14,3702.615
2026-01-06 14:00:00,914.15,922.79,914.14,920.52,27193.59
2026-01-06 15:00:00,920.53,923.93,915.85,919.1,19889.329
2026-01-06 16:00:00,919.1,920.68,905.11,908.04,14173.73
2026-01-06 17:00:00,908.03,909.29,892.33,893.93,16156.078
2026-01-06 18:00:00,893.93,902.99,891.66,900.93,6216.244
2026-01-06 19:00:00,900.93,902.76,900.34,901.2,2218.978
2026-01-06 20:00:00,901.19,907.11,901.03,905.58,3465.921
2026-01-06 21:00:00,905.58,915.13,904.44,912.46,9250.759
2026-01-06 22:00:00,912.45,915.29,911.55,913.38,6423.178
2026-01-06 23:00:00,913.38,919.78,913.37,917.64,4802.327
2026-01-07 00:00:00,917.64,919.25,908.55,908.86,5096.446
2026-01-07 01:00:00,908.86,911.41,905.28,906.86,6245.947
2026-01-07 02:00:00,906.85,912.27,904.58,911.54,4492.691
2026-01-07 03:00:00,911.54,913.0,909.67,909.84,3017.006
2026-01-07 04:00:00,909.85,911.22,909.07,910.54,2634.652
2026-01-07 05:00:00,910.54,915.08,910.14,912.65,3290.845
2026-01-07 06:00:00,912.65,917.0,912.39,914.14,5788.925
2026-01-07 07:00:00,914.14,918.99,914.13,918.82,7444.458
2026-01-07 08:00:00,918.81,920.27,915.5,917.53,14361.421
2026-01-07 09:00:00,917.52,918.12,909.0,910.18,15114.782
2026-01-07 10:00:00,910.18,912.0,908.2,910.78,19590.636
2026-01-07 11:00:00,910.78,912.75,909.6,910.44,7219.678
2026-01-07 12:00:00,910.44,910.99,905.11,905.14,5764.779
2026-01-07 13:00:00,905.15,907.61,902.57,904.31,6427.756
2026-01-07 14:00:00,904.3,905.3,898.18,903.72,11331.947
2026-01-07 15:00:00,903.72,903.89,895.11,899.43,8138.406
2026-01-07 16:00:00,899.44,901.68,897.51,898.67,4075.167
2026-01-07 17:00:00,898.67,901.95,896.56,897.74,3201.734
2026-01-07 18:00:00,897.74,899.75,895.33,896.75,2828.888
2026-01-07 19:00:00,896.74,898.53,892.64,897.12,3973.185
2026-01-07 20:00:00,897.12,898.07,894.01,896.03,1622.294
2026-01-07 21:00:00,896.01,898.52,895.7,897.83,1363.205
2026-01-07 22:00:00,897.83,900.46,896.34,897.98,1524.456
2026-01-07 23:00:00,897.98,901.05,895.33,900.3,4102.486
2026-01-08 00:00:00,900.31,902.57,897.01,902.14,4644.452
2026-01-08 01:00:00,902.14,905.0,900.95,901.34,2790.212
2026-01-08 02:00:00,901.34,902.2,893.68,895.64,4657.204
2026-01-08 03:00:00,895.64,898.43,892.38,893.61,3104.425
2026-01-08 04:00:00,893.62,896.65,891.45,894.56,3762.347
2026-01-08 05:00:00,894.56,897.68,894.23,894.45,3141.822
2026-01-08 06:00:00,894.44,895.0,880.41,880.42,19780.754
2026-01-08 07:00:00,880.42,885.77,875.1,885.02,15626.904
2026-01-08 08:00:00,885.02,887.71,882.84,883.48,5027.62
2026-01-08 09:00:00,883.49,885.5,881.12,882.39,4985.988
2026-01-08 10:00:00,882.39,887.61,879.28,886.8,6600.588
2026-01-08 11:00:00,886.81,887.89,883.9,886.77,5636.279
2026-01-08 12:00:00,886.77,886.9,882.21,884.15,7145.223
2026-01-08 13:00:00,884.15,886.26,883.45,885.08,3944.744
2026-01-08 14:00:00,885.08,885.38,877.7,883.9,9995.404
2026-01-08 15:00:00,883.88,889.24,882.02,888.92,5789.178
2026-01-08 16:00:00,888.92,890.28,885.69,890.15,5694.926
2026-01-08 17:00:00,890.15,891.52,887.88,891.52,4034.065
2026-01-08 18:00:00,891.51,891.71,887.45,888.62,3908.872
2026-01-08 19:00:00,888.62,890.51,887.14,888.32,2736.861
2026-01-08 20:00:00,888.32,891.21,885.32,890.71,4090.825
2026-01-08 21:00:00,890.71,892.33,889.64,892.22,3366.286
2026-01-08 22:00:00,892.23,894.14,890.32,892.14,2082.616
2026-01-08 23:00:00,892.15,894.63,891.94,892.26,1975.16
2026-01-09 00:00:00,892.27,894.25,891.94,894.21,1709.105
2026-01-09 01:00:00,894.22,896.17,887.91,890.43,5551.732
2026-01-09 02:00:00,890.44,893.96,890.14,891.92,3000.214
2026-01-09 03:00:00,891.92,896.56,891.41,895.8,3271.917
2026-01-09 04:00:00,895.81,896.72,894.65,895.83,2703.307
2026-01-09 05:00:00,895.83,898.25,895.74,898.25,2079.878
2026-01-09 06:00:00,898.25,899.0,895.58,896.67,1992.528
2026-01-09 07:00:00,896.67,896.67,893.66,893.66,2143.442
2026-01-09 08:00:00,893.67,894.5,886.2,889.85,5659.362
2026-01-09 09:00:00,889.85,891.72,888.05,888.41,4175.8
2026-01-09 10:00:00,888.4,890.5,887.78,890.24,1919.986
2026-01-09 11:00:00,890.24,891.85,889.49,889.64,2464.085
2026-01-09 12:00:00,889.63,890.4,888.0,889.33,2325.194
2026-01-09 13:00:00,889.33,894.06,887.94,890.52,6362.318
2026-01-09 14:00:00,890.52,890.54,886.05,887.52,5922.689
2026-01-09 15:00:00,887.52,900.22,885.28,894.77,10112.583
2026-01-09 16:00:00,894.77,901.06,894.72,899.06,5402.056
2026-01-09 17:00:00,899.06,899.79,895.43,898.9,3220.606
2026-01-09 18:00:00,898.9,899.77,891.6,895.54,3225.62
2026-01-09 19:00:00,895.54,895.55,890.94,893.34,2094.159
2026-01-09 20:00:00,893.33,896.0,892.7,893.18,1284.264
2026-01-09 21:00:00,893.18,896.36,891.94,896.33,1720.054
2026-01-09 22:00:00,896.34,897.08,894.52,896.55,1869.569
2026-01-09 23:00:00,896.55,898.25,896.25,896.86,1370.899
2026-01-10 00:00:00,896.87,899.73,896.81,897.88,1959.117
2026-01-10 01:00:00,897.89,900.08,897.68,899.4,1870.208
2026-01-10 02:00:00,899.4,901.28,899.01,900.06,3437.073
2026-01-10 03:00:00,900.06,908.0,898.92,907.31,13302.51
2026-01-10 04:00:00,907.31,908.64,903.05,906.29,5992.51
2026-01-10 05:00:00,906.29,910.22,905.21,907.36,5368.189
2026-01-10 06:00:00,907.37,909.53,905.78,906.22,4122.172
2026-01-10 07:00:00,906.23,908.65,905.22,905.37,3667.139
2026-01-10 08:00:00,905.38,906.43,902.66,903.8,4586.278
2026-01-10 09:00:00,903.79,903.92,898.98,900.95,7500.672
2026-01-10 10:00:00,900.96,903.09,900.25,902.68,4121.027
2026-01-10 11:00:00,902.68,902.68,900.46,900.47,3064.158
2026-01-10 12:00:00,900.47,900.76,899.39,899.64,4487.065
2026-01-10 13:00:00,899.64,903.17,899.13,902.75,3400.599
2026-01-10 14:00:00,902.75,905.93,901.51,905.02,4666.24
2026-01-10 15:00:00,905.02,910.82,904.28,908.78,9648.346
2026-01-10 16:00:00,908.79,909.66,906.89,909.4,8102.59
2026-01-10 17:00:00,909.4,910.55,907.55,908.04,5385.749
2026-01-10 18:00:00,908.04,913.34,908.04,912.14,5657.71
2026-01-10 19:00:00,912.15,915.86,911.45,913.93,6494.827
2026-01-10 20:00:00,913.94,915.91,909.27,909.48,5403.697
2026-01-10 21:00:00,909.48,909.84,903.34,904.49,6032.566
2026-01-10 22:00:00,904.49,904.94,902.23,903.5,4017.315
2026-01-10 23:00:00,903.51,908.09,903.44,907.93,2624.736
2026-01-11 00:00:00,907.93,909.3,905.22,906.25,2723.793
2026-01-11 01:00:00,906.25,908.41,904.3,908.05,2626.444
2026-01-11 02:00:00,908.06,911.05,907.87,910.44,4329.23
2026-01-11 03:00:00,910.43,914.11,908.95,913.2,4133.447
2026-01-11 04:00:00,913.21,915.0,911.5,913.1,4622.908
2026-01-11 05:00:00,913.11,914.67,910.75,913.38,5320.564
2026-01-11 06:00:00,913.39,914.4,910.69,913.87,2836.656
2026-01-11 07:00:00,913.87,916.3,912.36,913.55,5155.601
2026-01-11 08:00:00,913.55,917.33,912.8,916.81,4032.863
2026-01-11 09:00:00,916.82,917.06,912.02,913.33,6756.885
2026-01-11 10:00:00,913.33,913.51,911.77,912.75,3126.785
2026-01-11 11:00:00,912.75,913.46,911.62,912.05,1930.489
2026-01-11 12:00:00,912.06,914.41,912.06,913.41,2420.57
2026-01-11 13:00:00,913.42,914.0,911.91,913.87,3833.563
2026-01-11 14:00:00,913.87,915.38,910.52,911.26,7504.37
2026-01-11 15:00:00,911.26,911.69,906.29,908.64,10458.207
2026-01-11 16:00:00,908.64,911.17,907.57,907.74,6977.942
2026-01-11 17:00:00,907.75,908.92,906.18,907.32,2286.4
2026-01-11 18:00:00,907.33,907.6,905.2,906.22,3419.85
2026-01-11 19:00:00,906.23,906.79,903.5,904.45,2142.435
2026-01-11 20:00:00,904.45,904.59,900.58,902.28,3734.658
2026-01-11 21:00:00,902.29,905.31,900.02,904.8,2339.501
2026-01-11 22:00:00,904.81,904.81,901.28,902.68,2169.579
2026-01-11 23:00:00,902.69,904.65,898.75,904.32,3738.341
2026-01-12 00:00:00,904.32,906.13,896.85,901.85,6215.899
2026-01-12 01:00:00,901.85,905.48,900.43,903.29,4421.309
2026-01-12 02:00:00,903.29,909.78,901.9,908.99,9208.531
2026-01-12 03:00:00,908.98,910.81,905.08,905.27,9493.742
2026-01-12 04:00:00,905.28,910.21,905.08,909.49,4224.111
2026-01-12 05:00:00,909.49,909.94,906.99,907.94,3999.833
2026-01-12 06:00:00,907.95,909.31,906.57,907.34,3790.657
2026-01-12 07:00:00,907.34,908.5,903.97,904.81,4434.906
2026-01-12 08:00:00,904.82,908.3,899.44,903.24,7591.193
2026-01-12 09:00:00,903.24,903.69,900.37,900.76,4612.95
2026-01-12 10:00:00,900.77,902.0,898.67,899.06,3063.721
2026-01-12 11:00:00,899.06,902.0,898.26,901.28,2877.025
2026-01-12 12:00:00,901.27,903.71,900.24,901.93,3616.148
2026-01-12 13:00:00,901.94,902.0,898.35,900.12,4244.937
2026-01-12 14:00:00,900.12,902.06,894.0,899.86,8667.689
2026-01-12 15:00:00,899.86,905.22,898.97,904.28,5059.731
2026-01-12 16:00:00,904.28,908.2,904.27,905.67,5216.451
2026-01-12 17:00:00,905.67,907.03,900.0,904.51,3405.301
2026-01-12 18:00:00,904.51,907.98,904.3,907.78,2223.442
2026-01-12 19:00:00,907.78,909.11,905.36,907.79,2529.707
2026-01-12 20:00:00,907.78,908.31,905.09,905.22,1701.775
2026-01-12 21:00:00,905.21,906.28,901.22,902.59,2479.527
2026-01-12 22:00:00,902.59,907.0,902.59,905.8,2836.206
2026-01-12 23:00:00,905.81,907.43,904.05,905.78,2607.382
2026-01-13 00:00:00,905.79,907.86,904.3,906.31,4810.722
2026-01-13 01:00:00,906.31,907.37,902.35,903.35,3398.714
2026-01-13 02:00:00,903.35,905.87,902.25,904.8,4119.665
2026-01-13 03:00:00,904.8,906.84,903.42,906.36,2799.19
2026-01-13 04:00:00,906.36,909.47,906.35,909.42,4765.536
2026-01-13 05:00:00,909.41,911.98,908.74,909.13,7578.522
2026-01-13 06:00:00,909.13,912.24,908.0,911.75,4876.648
2026-01-13 07:00:00,911.75,914.98,910.04,910.05,14321.547
2026-01-13 08:00:00,910.05,912.08,908.34,910.48,22173.587
